Patient_ID,Data_Quality_Score,Patient_Status,Risk_Level,Record_Count,Source_Count,Study_Count,Issue_Count
Site 2177,14.0,Critical,High,37,4,1,0
Site 312,14.0,Critical,High,42,5,2,0
Site 888,14.0,Critical,High,962,10,4,0
Site 2125,14.0,Critical,High,170,6,2,0
Site 752,14.0,Critical,High,36,6,2,0
Site 1451,14.0,Critical,High,76,6,2,0
Site 1155,14.0,Critical,High,196,10,4,0
Site 1798,14.0,Critical,High,184,4,2,0
Site 326,14.0,Critical,High,516,29,10,0
Site 1796,14.0,Critical,High,51,3,1,0
Site 764,14.0,Critical,High,173,4,1,0
Site 325,14.0,Critical,High,341,17,6,0
Site 1763,14.0,Critical,High,82,3,1,0
Site 875,14.0,Critical,High,785,15,5,0
Site 1228,14.0,Critical,High,77,5,2,0
Site 1453,14.0,Critical,High,100,5,2,0
Site 775,14.0,Critical,High,431,16,6,0
Site 691,14.0,Critical,High,353,6,2,0
Site 53,13.9,Critical,High,226,7,2,0
Site 1617,13.9,Critical,High,80,4,2,0
Site 448,13.9,Critical,High,249,10,4,0
Site 438,13.9,Critical,High,337,16,6,0
Site 1761,13.9,Critical,High,38,3,1,0
Site 1245,13.9,Critical,High,167,6,2,0
DRUG_1_RETRTDT,13.9,Critical,High,2,2,1,0
Site 998,13.9,Critical,High,123,7,3,0
Site 313,13.9,Critical,High,244,10,4,0
Site 1754,13.9,Critical,High,79,6,2,0
Site 2136,13.9,Critical,High,46,3,1,0
Site 2019,13.9,Critical,High,297,8,2,0
Site 1020,13.9,Critical,High,474,11,4,0
Site 1387,13.9,Critical,High,127,6,2,0
Site 1902,13.9,Critical,High,154,5,2,0
Site 880,13.9,Critical,High,467,11,4,0
Site 543,13.9,Critical,High,994,9,4,0
Site 317,13.9,Critical,High,564,18,6,0
CMDOSE,13.9,Critical,High,2,2,1,0
Site 539,13.9,Critical,High,99,7,3,0
Site 1986,13.9,Critical,High,384,6,2,0
Site 2023,13.9,Critical,High,130,7,2,0
Site 1002,13.9,Critical,High,168,8,3,0
Site 935,13.9,Critical,High,700,10,4,0
Site 1112,13.9,Critical,High,195,9,3,0
Site 2001,13.9,Critical,High,102,6,2,0
Site 988,13.9,Critical,High,300,5,2,0
Site 1947,13.9,Critical,High,417,5,2,0
Site 573,13.9,Critical,High,159,6,2,0
Site 1773,13.9,Critical,High,372,6,2,0
Site 1497,13.9,Critical,High,60,5,2,0
Site 468,13.9,Critical,High,872,29,11,0
Site 2173,13.9,Critical,High,163,5,2,0
Site 306,13.9,Critical,High,139,6,2,0
Site 2176,13.9,Critical,High,71,6,2,0
Site 1699,13.9,Critical,High,249,6,2,0
Site 2005,13.9,Critical,High,172,4,2,0
Site 550,13.9,Critical,High,293,14,5,0
Site 19,13.9,Critical,High,1114,33,9,0
Site 1932,13.9,Critical,High,205,7,2,0
Site 1931,13.9,Critical,High,104,4,1,0
Site 1957,13.9,Critical,High,593,10,3,0
Site 808,13.9,Critical,High,206,13,4,0
Site 1679,13.9,Critical,High,151,7,2,0
Site 1418,13.9,Critical,High,157,4,2,0
Site 597,13.9,Critical,High,477,16,5,0
Site 1337,13.9,Critical,High,323,10,4,0
Site 1756,13.9,Critical,High,96,4,2,0
Site 1422,13.9,Critical,High,50,5,2,0
Site 1141,13.9,Critical,High,72,6,2,0
Site 1098,13.9,Critical,High,74,6,2,0
Site 1166,13.9,Critical,High,234,7,3,0
Site 1870,13.9,Critical,High,123,5,2,0
Site 1578,13.9,Critical,High,185,6,2,0
Site 913,13.9,Critical,High,763,12,4,0
Site 2111,13.9,Critical,High,46,3,1,0
Site 2052,13.9,Critical,High,452,6,2,0
Site 2182,13.9,Critical,High,27,5,2,0
Site 833,13.9,Critical,High,183,8,3,0
Site 649,13.9,Critical,High,111,5,2,0
Site 352,13.9,Critical,High,132,14,6,0
Site 2046,13.9,Critical,High,135,6,2,0
Site 1795,13.9,Critical,High,35,7,2,0
Site 917,13.9,Critical,High,447,10,4,0
Site 1557,13.9,Critical,High,153,6,2,0
Site 975,13.9,Critical,High,376,11,4,0
Site 834,13.9,Critical,High,52,7,3,0
Site 914,13.9,Critical,High,512,12,4,0
Site 974,13.9,Critical,High,355,11,4,0
Site 2065,13.9,Critical,High,344,5,2,0
Site 973,13.9,Critical,High,363,12,4,0
Site 1672,13.9,Critical,High,21,4,2,0
Site 634,13.9,Critical,High,111,6,2,0
Site 1042,13.9,Critical,High,497,16,5,0
Site 1332,13.9,Critical,High,459,11,3,0
Site 334,13.9,Critical,High,222,8,3,0
Site 2093,13.9,Critical,High,40,4,2,0
Site 1304,13.9,Critical,High,254,10,4,0
Site 1827,13.9,Critical,High,105,4,2,0
Site 1136,13.9,Critical,High,147,9,3,0
Site 969,13.9,Critical,High,224,8,3,0
Site 1573,13.9,Critical,High,329,7,2,0
Site 664,13.9,Critical,High,306,6,2,0
Site 864,13.9,Critical,High,119,8,3,0
Site 1852,13.9,Critical,High,78,3,1,0
Site 1281,13.9,Critical,High,147,8,2,0
Site 1186,13.9,Critical,High,92,3,1,0
Site 970,13.9,Critical,High,203,10,3,0
Site 1310,13.9,Critical,High,442,10,4,0
Site 839,13.8,Critical,High,357,5,2,0
Site 251,13.8,Critical,High,478,7,2,0
Site 1236,13.8,Critical,High,119,4,2,0
Site 1244,13.8,Critical,High,652,5,2,0
Site 548,13.8,Critical,High,814,19,6,0
Site 1356,13.8,Critical,High,146,6,2,0
Site 903,13.8,Critical,High,257,4,2,0
Site 766,13.8,Critical,High,240,5,2,0
Site 675,13.8,Critical,High,271,7,2,0
Site 527,13.8,Critical,High,126,9,3,0
Site 769,13.8,Critical,High,70,6,2,0
Site 2202,13.8,Critical,High,58,6,1,0
Site 654,13.8,Critical,High,411,6,2,0
Site 1256,13.8,Critical,High,54,4,1,0
Site 322,13.8,Critical,High,222,6,2,0
Site 713,13.8,Critical,High,126,5,2,0
Site 582,13.8,Critical,High,106,5,2,0
Site 1278,13.8,Critical,High,63,4,1,0
Site 282,13.8,Critical,High,309,10,4,0
Site 818,13.8,Critical,High,398,11,4,0
Site 1334,13.8,Critical,High,68,5,2,0
Site 931,13.8,Critical,High,1426,12,4,0
Site 1273,13.8,Critical,High,96,6,2,0
Site 441,13.8,Critical,High,513,15,6,0
Site 1202,13.8,Critical,High,206,5,2,0
Site 1329,13.8,Critical,High,20,3,1,0
Site 316,13.8,Critical,High,1191,25,8,0
Site 623,13.8,Critical,High,95,4,1,0
Site 626,13.8,Critical,High,39,4,1,0
Site 447,13.8,Critical,High,122,10,4,0
Site 1341,13.8,Critical,High,33,10,3,0
Site 632,13.8,Critical,High,201,5,2,0
Site 1193,13.8,Critical,High,215,4,2,0
Site 342,13.8,Critical,High,271,15,5,0
Site 455,13.8,Critical,High,344,16,5,0
Site 2011,13.8,Critical,High,94,3,1,0
Site 347,13.8,Critical,High,153,11,4,0
Site 458,13.8,Critical,High,113,8,3,0
Site 2058,13.8,Critical,High,16,5,2,0
Site 1349,13.8,Critical,High,237,10,4,0
Site 2104,13.8,Critical,High,39,5,2,0
Site 471,13.8,Critical,High,177,9,4,0
Site 1302,13.8,Critical,High,313,9,4,0
Site 1783,13.8,Critical,High,54,4,1,0
Site 1784,13.8,Critical,High,170,5,2,0
Site 960,13.8,Critical,High,321,11,4,0
Site 1788,13.8,Critical,High,102,4,2,0
Site 1821,13.8,Critical,High,83,4,2,0
Site 1829,13.8,Critical,High,89,4,2,0
Site 1836,13.8,Critical,High,247,4,2,0
Site 1839,13.8,Critical,High,161,4,2,0
Site 1006,13.8,Critical,High,123,6,2,0
Site 1857,13.8,Critical,High,72,5,2,0
Site 1861,13.8,Critical,High,128,5,2,0
Site 1869,13.8,Critical,High,104,7,2,0
Site 1493,13.8,Critical,High,120,5,2,0
Site 1877,13.8,Critical,High,188,7,2,0
Site 1878,13.8,Critical,High,258,4,1,0
Site 1885,13.8,Critical,High,83,5,2,0
Site 1888,13.8,Critical,High,167,5,2,0
Site 1890,13.8,Critical,High,202,6,2,0
Site 1898,13.8,Critical,High,22,4,2,0
Site 1911,13.8,Critical,High,36,4,1,0
Site 1785,13.8,Critical,High,121,5,2,0
Site 991,13.8,Critical,High,238,7,2,0
Site 1764,13.8,Critical,High,69,5,2,0
Site 1089,13.8,Critical,High,188,9,2,0
Site 1615,13.8,Critical,High,40,4,2,0
Site 1056,13.8,Critical,High,188,10,3,0
Site 1602,13.8,Critical,High,305,7,2,0
Site 1624,13.8,Critical,High,402,4,2,0
Site 1625,13.8,Critical,High,389,6,2,0
Site 1071,13.8,Critical,High,70,6,2,0
Site 1640,13.8,Critical,High,2761,6,2,0
Site 1096,13.8,Critical,High,125,7,2,0
Site 1725,13.8,Critical,High,47,4,2,0
Site 110,13.8,Critical,High,500,31,12,0
Site 1688,13.8,Critical,High,125,6,2,0
Site 169,13.8,Critical,High,397,15,6,0
Site 1043,13.8,Critical,High,73,3,1,0
Site 1428,13.8,Critical,High,185,5,2,0
Site 1569,13.8,Critical,High,73,4,2,0
Site 1723,13.8,Critical,High,282,6,2,0
Site 961,13.8,Critical,High,382,11,4,0
Site 1059,13.8,Critical,High,114,9,4,0
Site 1365,13.8,Critical,High,218,8,3,0
Site 1147,13.8,Critical,High,46,4,2,0
Site 1049,13.7,Critical,High,352,10,4,0
Site 522,13.7,Critical,High,876,21,6,0
Site 878,13.7,Critical,High,229,9,3,0
Site 1269,13.7,Critical,High,27,3,1,0
Site 1093,13.7,Critical,High,148,11,4,0
Site 1526,13.7,Critical,High,427,6,2,0
Site 327,13.7,Critical,High,671,31,10,0
Site 345,13.7,Critical,High,405,20,7,0
Site 1789,13.7,Critical,High,34,5,2,0
Site 887,13.7,Critical,High,153,12,4,0
Site 1444,13.7,Critical,High,343,6,2,0
Site 1519,13.7,Critical,High,1088,6,2,0
Site 1518,13.7,Critical,High,151,6,2,0
Site 1286,13.7,Critical,High,229,6,2,0
Site 1024,13.7,Critical,High,391,11,4,0
Site 1017,13.7,Critical,High,34,4,2,0
Site 1296,13.7,Critical,High,219,10,3,0
Site 2106,13.7,Critical,High,199,4,2,0
Site 14,13.7,Critical,High,1985,60,18,0
Site 1225,13.7,Critical,High,115,6,2,0
Site 772,13.7,Critical,High,31,6,2,0
Site 2091,13.7,Critical,High,112,5,2,0
Site 461,13.7,Critical,High,173,10,4,0
Site 465,13.7,Critical,High,184,17,5,0
Site 1499,13.7,Critical,High,204,5,2,0
Site 1373,13.7,Critical,High,178,4,2,0
Site 1398,13.7,Critical,High,172,11,4,0
Site 1842,13.7,Critical,High,93,6,2,0
Site 979,13.7,Critical,High,649,7,2,0
Site 24,13.7,Critical,High,300,24,8,0
Site 1774,13.7,Critical,High,434,6,2,0
Site 301,13.7,Critical,High,34,6,2,0
Site 1105,13.7,Critical,High,167,7,2,0
Site 1711,13.7,Critical,High,67,4,1,0
Site 1713,13.7,Critical,High,77,4,2,0
Site 1717,13.7,Critical,High,28,5,2,0
Site 1171,13.7,Critical,High,34,8,3,0
Site 679,13.7,Critical,High,331,4,1,0
Site 1718,13.7,Critical,High,77,5,2,0
Site 1566,13.7,Critical,High,101,3,1,0
Site 1694,13.7,Critical,High,132,6,2,0
Site 714,13.7,Critical,High,36,5,2,0
Site 354,13.7,Critical,High,176,12,6,0
Site 1125,13.7,Critical,High,287,10,4,0
Site 856,13.7,Critical,High,113,6,2,0
Site 1735,13.7,Critical,High,348,10,3,0
Site 1045,13.7,Critical,High,108,5,2,0
Site 1181,13.7,Critical,High,290,13,4,0
Site 803,13.7,Critical,High,529,9,3,0
Site 1183,13.7,Critical,High,104,5,2,0
Site 2174,13.7,Critical,High,44,5,2,0
Site 2167,13.7,Critical,High,135,6,2,0
Site 799,13.7,Critical,High,160,5,2,0
Site 1189,13.7,Critical,High,134,10,4,0
Site 2164,13.7,Critical,High,66,5,2,0
Site 1755,13.7,Critical,High,111,4,2,0
Site 1415,13.7,Critical,High,706,9,2,0
Site 1587,13.7,Critical,High,123,4,2,0
Site 997,13.7,Critical,High,597,12,4,0
Site 1531,13.7,Critical,High,278,8,2,0
FARESC,13.7,Critical,High,7,3,2,0
Site 2155,13.7,Critical,High,167,5,2,0
Site 2078,13.7,Critical,High,325,6,2,0
Site 1019,13.7,Critical,High,34,6,2,0
Site 1221,13.7,Critical,High,61,4,1,0
Site 572,13.7,Critical,High,113,6,2,0
Site 758,13.7,Critical,High,112,7,3,0
Site 918,13.7,Critical,High,361,9,4,0
Site 1865,13.7,Critical,High,103,4,2,0
Site 1868,13.7,Critical,High,36,5,2,0
Site 1377,13.7,Critical,High,380,6,2,0
Site 756,13.7,Critical,High,32,5,2,0
Site 1881,13.7,Critical,High,85,6,2,0
Site 1984,13.7,Critical,High,236,5,2,0
Site 549,13.7,Critical,High,241,11,3,0
Site 971,13.7,Critical,High,195,10,3,0
Site 1001,13.7,Critical,High,224,10,4,0
Site 1889,13.7,Critical,High,85,5,2,0
Site 1379,13.7,Critical,High,297,6,2,0
Site 1900,13.7,Critical,High,100,5,2,0
Site 966,13.7,Critical,High,227,11,4,0
Site 1062,13.7,Critical,High,152,5,2,0
Site 554,13.7,Critical,High,96,4,1,0
Site 330,13.7,Critical,High,1472,25,7,0
Site 583,13.7,Critical,High,344,5,2,0
Site 1368,13.7,Critical,High,183,4,1,0
Site 1844,13.7,Critical,High,73,5,2,0
Site 587,13.7,Critical,High,81,5,2,0
Site 1851,13.7,Critical,High,420,6,2,0
Site 899,13.6,Critical,High,160,5,2,0
Site 1639,13.6,Critical,High,209,6,2,0
Site 1540,13.6,Critical,High,240,6,2,0
Site 627,13.6,Critical,High,110,4,1,0
Site 865,13.6,Critical,High,148,9,3,0
Site 999,13.6,Critical,High,385,11,3,0
Site 1586,13.6,Critical,High,164,6,2,0
Site 15,13.6,Critical,High,1405,47,17,0
Site 268,13.6,Critical,High,312,8,3,0
Site 1184,13.6,Critical,High,105,10,3,0
Site 425,13.6,Critical,High,51,10,4,0
Site 1419,13.6,Critical,High,98,3,1,0
Site 426,13.6,Critical,High,150,10,4,0
Site 1887,13.6,Critical,High,145,5,2,0
Site 928,13.6,Critical,High,531,14,4,0
Site 1892,13.6,Critical,High,99,5,2,0
Site 1886,13.6,Critical,High,64,5,2,0
Site 1623,13.6,Critical,High,326,6,2,0
Site 1260,13.6,Critical,High,101,5,2,0
Site 1532,13.6,Critical,High,161,5,2,0
Site 1326,13.6,Critical,High,21,3,1,0
Site 1455,13.6,Critical,High,215,9,2,0
Site 209,13.6,Critical,High,474,15,6,0
Site 1918,13.6,Critical,High,47,5,2,0
Site 1305,13.6,Critical,High,219,6,2,0
Site 1208,13.6,Critical,High,153,7,2,0
Site 1894,13.6,Critical,High,108,6,2,0
Site 1880,13.6,Critical,High,180,6,2,0
Site 831,13.6,Critical,High,7,3,1,0
Site 242,13.6,Critical,High,383,6,2,0
Site 1576,13.6,Critical,High,105,4,2,0
Site 1574,13.6,Critical,High,87,4,1,0
Site 1427,13.6,Critical,High,134,4,2,0
Site 1040,13.6,Critical,High,360,11,4,0
Site 1170,13.6,Critical,High,68,8,3,0
Site 192,13.6,Critical,High,636,24,8,0
Site 1220,13.6,Critical,High,260,6,2,0
Site 687,13.6,Critical,High,47,4,2,0
Site 1385,13.6,Critical,High,263,7,2,0
Site 1386,13.6,Critical,High,122,5,2,0
Site 545,13.6,Critical,High,425,14,5,0
Site 320,13.6,Critical,High,41,6,2,0
Site 2022,13.6,Critical,High,219,3,1,0
Site 809,13.6,Critical,High,318,13,4,0
Site 1174,13.6,Critical,High,132,10,4,0
Site 1845,13.6,Critical,High,133,10,3,0
Site 805,13.6,Critical,High,130,5,1,0
Site 1198,13.6,Critical,High,220,8,2,0
Site 1251,13.6,Critical,High,134,5,2,0
Site 1078,13.6,Critical,High,21,3,1,0
Site 958,13.6,Critical,High,639,16,5,0
Site 1584,13.6,Critical,High,138,8,2,0
Site 1542,13.6,Critical,High,223,6,2,0
Site 735,13.6,Critical,High,61,5,2,0
Site 1835,13.6,Critical,High,58,5,2,0
Site 1265,13.6,Critical,High,28,3,1,0
Site 1856,13.6,Critical,High,85,4,2,0
Site 1828,13.6,Critical,High,137,5,2,0
Site 442,13.6,Critical,High,923,10,4,0
Site 2098,13.6,Critical,High,14,3,1,0
Site 1345,13.6,Critical,High,113,4,2,0
Site 102,13.6,Critical,High,266,6,2,0
Site 585,13.6,Critical,High,35,3,1,0
Site 972,13.6,Critical,High,250,9,3,0
Site 896,13.6,Critical,High,138,5,2,0
Site 1859,13.6,Critical,High,303,5,2,0
Site 1295,13.6,Critical,High,147,9,4,0
Site 1402,13.6,Critical,High,338,7,3,0
Site 1086,13.6,Critical,High,139,6,2,0
Site 599,13.6,Critical,High,182,6,2,0
Site 1815,13.6,Critical,High,22,4,2,0
Site 1298,13.6,Critical,High,86,11,4,0
Site 1858,13.6,Critical,High,240,5,2,0
Site 453,13.6,Critical,High,628,14,5,0
Site 1818,13.6,Critical,High,83,3,1,0
Site 1016,13.6,Critical,High,21,4,2,0
Site 95,13.6,Critical,High,268,12,4,0
Site 165,13.6,Critical,High,1111,27,9,0
Site 1792,13.6,Critical,High,7,3,1,0
Site 1778,13.6,Critical,High,184,6,2,0
Site 1207,13.6,Critical,High,14,3,1,0
Site 605,13.6,Critical,High,433,6,2,0
Site 936,13.6,Critical,High,407,14,4,0
Site 2050,13.6,Critical,High,14,3,1,0
Site 1782,13.6,Critical,High,176,5,2,0
Site 1009,13.6,Critical,High,298,10,5,0
Site 1600,13.6,Critical,High,506,5,2,0
Site 1441,13.6,Critical,High,136,5,2,0
Site 1630,13.6,Critical,High,384,6,2,0
Site 2075,13.6,Critical,High,574,6,2,0
Site 1271,13.6,Critical,High,138,5,2,0
Site 1097,13.6,Critical,High,86,5,2,0
Site 1669,13.6,Critical,High,56,3,1,0
Site 481,13.6,Critical,High,75,8,3,0
Site 1242,13.5,Critical,High,59,5,2,0
Site 308,13.5,Critical,High,150,9,3,0
302465,13.5,Critical,High,1,1,1,0
Site 1452,13.5,Critical,High,46,6,2,0
Site 1239,13.5,Critical,High,131,5,2,0
Site 315,13.5,Critical,High,480,15,5,0
Site 1599,13.5,Critical,High,51,5,2,0
Site 811,13.5,Critical,High,239,9,3,0
Site 942,13.5,Critical,High,670,16,5,0
Site 246,13.5,Critical,High,399,5,1,0
Site 1700,13.5,Critical,High,195,5,2,0
Site 147,13.5,Critical,High,496,11,4,0
Site 1443,13.5,Critical,High,263,6,2,0
Site 1594,13.5,Critical,High,222,5,2,0
Site 1076,13.5,Critical,High,66,5,2,0
Site 285,13.5,Critical,High,115,7,3,0
Site 1456,13.5,Critical,High,614,8,2,0
Site 1972,13.5,Critical,High,72,3,1,0
Site 1446,13.5,Critical,High,612,7,2,0
Site 1088,13.5,Critical,High,191,9,4,0
Site 715,13.5,Critical,High,80,6,2,0
Site 1367,13.5,Critical,High,94,4,2,0
302464,13.5,Critical,High,1,1,1,0
Site 1248,13.5,Critical,High,39,4,2,0
Site 34,13.5,Critical,High,383,15,6,0
Site 1052,13.5,Critical,High,291,11,3,0
Site 788,13.5,Critical,High,529,4,2,0
Site 1053,13.5,Critical,High,194,8,2,0
Site 1354,13.5,Critical,High,99,10,4,0
Site 940,13.5,Critical,High,626,9,3,0
Site 117,13.5,Critical,High,490,7,2,0
Site 912,13.5,Critical,High,251,8,4,0
Site 1200,13.5,Critical,High,284,6,2,0
Site 1405,13.5,Critical,High,287,6,2,0
Site 891,13.5,Critical,High,157,6,2,0
Site 1370,13.5,Critical,High,584,7,2,0
Site 1287,13.5,Critical,High,30,5,2,0
Site 6,13.5,Critical,High,299,23,7,0
Site 2105,13.5,Critical,High,16,5,2,0
Site 210,13.5,Critical,High,286,12,4,0
Site 513,13.5,Critical,High,447,9,4,0
Site 1949,13.5,Critical,High,67,5,1,0
Site 2002,13.5,Critical,High,589,5,2,0
Site 907,13.5,Critical,High,172,6,2,0
Site 59,13.5,Critical,High,342,9,4,0
Site 978,13.5,Critical,High,147,10,4,0
Site 1786,13.5,Critical,High,387,6,2,0
Site 1395,13.5,Critical,High,93,4,2,0
Site 950,13.5,Critical,High,1185,14,4,0
Site 1005,13.5,Critical,High,147,6,2,0
Site 1875,13.5,Critical,High,51,4,2,0
Site 1484,13.5,Critical,High,248,4,2,0
Site 1323,13.5,Critical,High,36,3,1,0
Site 927,13.5,Critical,High,1541,17,4,0
Site 507,13.5,Critical,High,308,20,8,0
Site 2032,13.5,Critical,High,25,4,2,0
Site 1335,13.5,Critical,High,151,8,3,0
Site 1901,13.5,Critical,High,139,5,2,0
Site 959,13.5,Critical,High,248,10,4,0
Site 1343,13.5,Critical,High,220,8,3,0
Site 884,13.5,Critical,High,334,10,4,0
Site 181,13.5,Critical,High,392,27,11,0
Site 857,13.5,Critical,High,259,14,4,0
Site 993,13.5,Critical,High,363,5,2,0
Site 645,13.5,Critical,High,35,5,2,0
Site 1730,13.5,Critical,High,324,6,2,0
Site 1546,13.5,Critical,High,292,5,2,0
Site 1037,13.5,Critical,High,297,13,4,0
Site 1412,13.5,Critical,High,424,5,2,0
Site 866,13.5,Critical,High,158,8,3,0
Site 421,13.5,Critical,High,346,18,6,0
Site 1416,13.5,Critical,High,146,5,2,0
Site 1039,13.5,Critical,High,215,10,4,0
Site 1476,13.5,Critical,High,183,5,2,0
Site 870,13.5,Critical,High,328,8,3,0
Site 1033,13.5,Critical,High,105,5,2,0
Site 2146,13.5,Critical,High,71,6,2,0
Site 546,13.5,Critical,High,741,17,6,0
Site 877,13.5,Critical,High,350,15,5,0
Site 1270,13.5,Critical,High,205,5,2,0
Site 153,13.5,Critical,High,977,22,8,0
Site 1709,13.5,Critical,High,105,4,2,0
Site 1528,13.5,Critical,High,812,7,2,0
Site 178,13.5,Critical,High,501,23,8,0
Site 2144,13.5,Critical,High,93,5,2,0
Site 949,13.5,Critical,High,439,11,4,0
Site 542,13.4,Critical,High,231,9,3,0
Site 1490,13.4,Critical,High,29,4,2,0
Site 1173,13.4,Critical,High,105,10,4,0
Site 1211,13.4,Critical,High,119,7,2,0
Site 1565,13.4,Critical,High,184,5,2,0
Site 1489,13.4,Critical,High,132,4,2,0
Site 357,13.4,Critical,High,462,23,9,0
Site 395,13.4,Critical,High,27,5,2,0
Site 332,13.4,Critical,High,1384,16,6,0
Site 1481,13.4,Critical,High,293,4,1,0
Site 1482,13.4,Critical,High,44,5,2,0
Site 476,13.4,Critical,High,271,11,4,0
Site 1161,13.4,Critical,High,593,12,4,0
Site 1541,13.4,Critical,High,362,6,2,0
Site 47,13.4,Critical,High,1979,29,10,0
Site 1533,13.4,Critical,High,314,6,2,0
Site 1500,13.4,Critical,High,183,7,2,0
CMINDRV2,13.4,Critical,High,79,10,9,0
Site 1011,13.4,Critical,High,238,6,1,0
Site 341,13.4,Critical,High,81,8,2,0
Site 1505,13.4,Critical,High,285,6,2,0
Site 1507,13.4,Critical,High,133,5,2,0
Site 1021,13.4,Critical,High,105,7,2,0
Site 1522,13.4,Critical,High,314,8,2,0
Site 1022,13.4,Critical,High,618,15,4,0
Site 1486,13.4,Critical,High,185,4,2,0
Site 814,13.4,Critical,High,269,14,4,0
Site 1060,13.4,Critical,High,260,7,2,0
Site 894,13.4,Critical,High,249,5,2,0
Site 898,13.4,Critical,High,86,4,1,0
Site 1420,13.4,Critical,High,184,3,1,0
Site 2047,13.4,Critical,High,324,5,2,0
Site 237,13.4,Critical,High,478,6,2,0
Site 187,13.4,Critical,High,633,23,7,0
Site 235,13.4,Critical,High,459,6,2,0
Site 1393,13.4,Critical,High,90,5,2,0
Site 1360,13.4,Critical,High,433,9,3,0
Site 816,13.4,Critical,High,111,10,4,0
Site 1414,13.4,Critical,High,157,4,2,0
Site 1860,13.4,Critical,High,109,4,2,0
Site 1837,13.4,Critical,High,104,5,2,0
Site 965,13.4,Critical,High,166,14,4,0
Site 1293,13.4,Critical,High,59,3,1,0
Site 1297,13.4,Critical,High,298,12,4,0
Site 172,13.4,Critical,High,1291,16,6,0
Site 1401,13.4,Critical,High,61,5,2,0
Site 1817,13.4,Critical,High,128,4,2,0
Site 1307,13.4,Critical,High,110,11,4,0
Site 1833,13.4,Critical,High,100,4,2,0
Site 1426,13.4,Critical,High,268,5,2,0
Site 980,13.4,Critical,High,51,4,2,0
Site 843,13.4,Critical,High,185,5,2,0
Site 1301,13.4,Critical,High,171,9,4,0
Site 1407,13.4,Critical,High,263,6,2,0
Site 259,13.4,Critical,High,910,25,9,0
Site 1689,13.4,Critical,High,116,5,2,0
Site 785,13.4,Critical,High,310,21,7,0
Site 1611,13.4,Critical,High,332,5,2,0
Site 1070,13.4,Critical,High,158,8,2,0
Site 755,13.4,Critical,High,17,4,1,0
Site 1359,13.4,Critical,High,617,12,3,0
Site 1362,13.4,Critical,High,1265,14,4,0
Site 941,13.4,Critical,High,694,14,5,0
Site 1218,13.4,Critical,High,254,5,2,0
Site 1638,13.4,Critical,High,523,5,2,0
Site 768,13.4,Critical,High,74,5,2,0
Site 2138,13.4,Critical,High,197,5,2,0
Site 1919,13.4,Critical,High,52,3,1,0
Site 1252,13.4,Critical,High,47,5,2,0
Site 947,13.4,Critical,High,487,11,4,0
Site 1793,13.4,Critical,High,24,4,2,0
Site 1346,13.4,Critical,High,228,9,3,0
Site 1674,13.4,Critical,High,291,17,6,0
Site 1952,13.4,Critical,High,182,8,2,0
Site 180,13.3,Critical,High,1109,28,9,0
Site 1408,13.3,Critical,High,147,5,2,0
Site 2123,13.3,Critical,High,23,4,2,0
Site 1510,13.3,Critical,High,362,7,2,0
Site 1406,13.3,Critical,High,100,5,2,0
Site 119,13.3,Critical,High,968,6,2,0
Site 1283,13.3,Critical,High,112,3,1,0
Site 1266,13.3,Critical,High,46,3,1,0
Site 1776,13.3,Critical,High,182,5,2,0
Site 1279,13.3,Critical,High,53,5,2,0
Site 439,13.3,Critical,High,413,11,4,0
Site 1514,13.3,Critical,High,960,9,2,0
Site 132,13.3,Critical,High,850,15,5,0
Site 21,13.3,Critical,High,468,17,6,0
Site 1000,13.3,Critical,High,23,3,1,0
Site 524,13.3,Critical,High,374,14,4,0
Site 1357,13.3,Critical,High,52,6,2,0
Site 1355,13.3,Critical,High,295,13,4,0
Site 544,13.3,Critical,High,852,13,6,0
Site 1352,13.3,Critical,High,194,6,2,0
Site 1999,13.3,Critical,High,111,4,2,0
Site 2,13.3,Critical,High,4720,69,24,0
Site 934,13.3,Critical,High,895,12,4,0
Site 1378,13.3,Critical,High,95,4,1,0
Site 929,13.3,Critical,High,864,20,6,0
Site 1830,13.3,Critical,High,60,4,2,0
Site 924,13.3,Critical,High,145,10,3,0
Site 580,13.3,Critical,High,198,10,4,0
Site 921,13.3,Critical,High,1152,12,4,0
Site 2071,13.3,Critical,High,24,4,1,0
Site 98,13.3,Critical,High,249,11,4,0
Site 593,13.3,Critical,High,235,11,4,0
Site 900,13.3,Critical,High,61,4,2,0
Site 464,13.3,Critical,High,283,18,7,0
Site 1008,13.3,Critical,High,526,16,6,0
Site 1204,13.3,Critical,High,218,8,2,0
Site 2165,13.3,Critical,High,162,6,2,0
Site 871,13.3,Critical,High,438,8,3,0
Site 841,13.3,Critical,High,38,4,2,0
Site 1567,13.3,Critical,High,205,6,2,0
Site 1568,13.3,Critical,High,347,7,2,0
Site 1571,13.3,Critical,High,215,4,1,0
Site 68,13.3,Critical,High,462,12,4,0
Site 817,13.3,Critical,High,297,10,4,0
Site 368,13.3,Critical,High,145,5,2,0
Site 702,13.3,Critical,High,67,5,2,0
Site 1580,13.3,Critical,High,391,8,2,0
Site 812,13.3,Critical,High,244,9,3,0
Site 254,13.3,Critical,High,441,5,2,0
Site 356,13.3,Critical,High,1619,17,5,0
Site 1110,13.3,Critical,High,1352,14,4,0
Site 804,13.3,Critical,High,185,9,4,0
